,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_score_emoji,vader_score_no_emoji,vader_compound_emoji,vader_compound_no_emoji
21,17902393543690810,1334659720,instagram,2021-01-13 02:01:51,1,Bye bye...and never come back please....,Bye bye...and never come back please....,Bye bye...and never come back please....,"['bye', 'bye', 'never', 'come', 'back', 'please']",-0.2411,-0.2411,-0.2411,-0.2411
22,17862823313338847,44292464361,instagram,2021-01-13 01:35:39,1,THIS IS GOLD!!!! 🔥,THIS IS GOLD!!!! 🔥,THIS IS GOLD!!!! ,['gold'],-0.5526,0.0,-0.5526,0.0
23,17925075991499824,356005602,instagram,2021-01-13 01:30:37,1,Thank you for making his “baby hands” #detailsmatter ❤️❤️❤️,Thank you for making his “baby hands”  ❤️❤️❤️,Thank you for making his “baby hands”  ,"['thank', 'making', 'baby', 'hands']",0.3612,0.3612,0.3612,0.3612
24,17913330661573648,7073492530,instagram,2021-01-13 01:07:48,1,"I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","I understand there’s an upper class of Yrumpies that don’t go to his rallies & wear all the paraphernalia?! They actually benefit from his tax cuts & protection from law suits, you know like if your employer says, 
“come to work or you’re fired!” So, these ppl in the upper crusties are watching the pathetic “tools” do all the rioting! That’s your GOP!! Devoid of all morals!!","['understand', 'upper', 'class', 'yrumpies', 'go', 'rallies', 'wear', 'paraphernalia', 'actually', 'benefit', 'tax', 'cuts', 'protection', 'law', 'suits', 'know', 'like', 'employer', 'says', 'come', 'work', 'fired', 'ppl', 'upper', 'crusties', 'watching', 'pathetic', 'tools', 'rioting', 'gop', 'devoid', 'morals']",-0.3753,-0.3753,-0.3753,-0.3753
25,17865990938248369,191541028,instagram,2021-01-13 00:43:22,1,👏 Impeach now,👏 Impeach now, Impeach now,['impeach'],0.0,0.0,0.0,0.0
26,17856709481462413,6753434131,instagram,2021-01-13 00:32:37,1,❤👍🏽👍🏽🙏,❤👍🏽👍🏽🙏,,[],0.6369,0.0,0.6369,0.0
27,18146581744125882,5706375312,instagram,2021-01-13 00:31:33,1,❤️,❤️,,[],0.0,0.0,0.0,0.0
28,17980286008332057,11774621533,instagram,2021-02-19 11:36:12,0,Cunt Face!,Cunt Face!,Cunt Face!,"['cunt', 'face']",-0.5411,-0.5411,-0.5411,-0.5411
29,17896549144828687,41360008149,instagram,2021-02-07 03:01:40,0,❤️check your inbox i have an special offer for you ❤️,❤️check your inbox i have an special offer for you ❤️,check your inbox i have an special offer for you ,"['inbox', 'special', 'offer']",0.4019,0.4019,0.4019,0.4019
30,17908327318615873,13808046726,instagram,2021-01-16 22:55:09,1,Collab? Dm us @ heujier,Collab? Dm us @ heujier,Collab? Dm us @ heujier,"['collab', 'dm', 'us', 'heujier']",0.0,0.0,0.0,0.0
31,17849367119510697,25303716354,instagram,2021-02-10 12:51:06,0,Amazing post 🔥🔥🔥🔥,Amazing post 🔥🔥🔥🔥,Amazing post ,"['amazing', 'post']",-0.5859,0.5859,-0.5859,0.5859
32,17895769591796994,8530090917,instagram,2021-02-06 18:23:03,0,Happy Birthday to u 🙂,Happy Birthday to u 🙂,Happy Birthday to u ,"['happy', 'birthday', 'u']",0.7512,0.5719,0.7512,0.5719
33,17883952562024693,41969410430,instagram,2021-02-01 23:31:51,1,🔥🔥🔥🔥,🔥🔥🔥🔥,,[],-0.8225,0.0,-0.8225,0.0
34,17910906913612303,190108337,instagram,2021-01-30 11:59:59,1,Happy bday,Happy bday,Happy bday,"['happy', 'bday']",0.5719,0.5719,0.5719,0.5719
35,18175759036072735,145987595,instagram,2021-01-30 03:12:08,1,Happy Birthday Pretty Lady😍🎁🎂,Happy Birthday Pretty Lady😍🎁🎂,Happy Birthday Pretty Lady,"['happy', 'birthday', 'pretty']",0.9153,0.7845,0.9153,0.7845
36,17919252337546692,42083504079,instagram,2021-01-30 01:04:48,1,Y’all fits to clean🔥🔥🔥🔥🎊🎊💯,Y’all fits to clean🔥🔥🔥🔥🎊🎊💯,Y’all fits to clean,['fits'],-0.7096,0.4019,-0.7096,0.4019
37,17910904951609147,3035032285,instagram,2021-01-29 19:46:42,1,Happy birthday,Happy birthday,Happy birthday,"['happy', 'birthday']",0.5719,0.5719,0.5719,0.5719
38,17842269200527599,18893405138,instagram,2021-01-29 18:52:33,2,💯😍♥️,💯😍♥️,,[],0.802,0.0,0.802,0.0
39,17880959774082690,1773634797,instagram,2021-01-29 17:26:31,1,gorgeous😍😍💙💙💙,gorgeous😍😍💙💙💙,gorgeous,[],0.9738,0.6124,0.9738,0.6124
40,18156528298097383,1773634797,instagram,2021-01-29 17:26:14,0,like my recent one please?😍😍😊😊,like my recent one please?😍😍😊😊,like my recent one please?,"['like', 'recent', 'please']",0.9674,0.5859,0.9674,0.5859
41,17983884199329836,19086968231,instagram,2021-01-29 15:03:32,2,♥️💯😘,♥️💯😘,,[],0.7906,0.0,0.7906,0.0
42,17871411836185775,15222054,instagram,2021-01-30 00:03:50,1,🔥🔥🔥,🔥🔥🔥,,[],-0.7351,0.0,-0.7351,0.0
43,17907551590632517,7899349,instagram,2021-02-02 02:57:55,0,love it!,love it!,love it!,['love'],0.6696,0.6696,0.6696,0.6696
44,17883001037053520,21091951,instagram,2021-02-01 22:00:30,0,Amazing Marcie ❤️,Amazing Marcie ❤️,Amazing Marcie ,"['amazing', 'marcie']",0.5859,0.5859,0.5859,0.5859
45,17996476930312199,6760823622,instagram,2021-02-10 14:16:56,1,"Seriously, it’s just football, stop putting politics into this.","Seriously, it’s just football, stop putting politics into this.","Seriously, it’s just football, stop putting politics into this.","['seriously', 'football', 'stop', 'putting', 'politics']",-0.4404,-0.4404,-0.4404,-0.4404
46,17860345952434688,2982891497,instagram,2021-02-10 10:31:52,1,"every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","every super bowl is in black history month, so does that mean every time a white guy wins it's racist? Like I understand there is a lot of racial inequality but cmon man it's a sport...","['every', 'super', 'bowl', 'black', 'history', 'month', 'mean', 'every', 'time', 'white', 'guy', 'wins', 'racist', 'like', 'understand', 'lot', 'racial', 'inequality', 'cmon', 'man', 'sport']",0.4678,0.4678,0.4678,0.4678
47,17896684093788584,3410283401,instagram,2021-02-10 08:37:53,1,They acting like Kaepernick would make the super bowl 😂,They acting like Kaepernick would make the super bowl 😂,They acting like Kaepernick would make the super bowl ,"['acting', 'like', 'kaepernick', 'would', 'make', 'super', 'bowl']",0.8519,0.7506,0.8519,0.7506
48,17916661225566022,42105487209,instagram,2021-02-10 08:36:43,1,Slow day at the office 😂,Slow day at the office 😂,Slow day at the office ,"['slow', 'day', 'office']",0.4404,0.0,0.4404,0.0
49,17980014751343676,3973052508,instagram,2021-02-10 08:36:39,1,good lawd,good lawd,good lawd,"['good', 'lawd']",0.4404,0.4404,0.4404,0.4404
50,17867971160296738,510686821,instagram,2021-02-18 23:26:23,0,Retard,Retard,Retard,['retard'],-0.5267,-0.5267,-0.5267,-0.5267
51,17877339128178176,42493661257,instagram,2021-02-18 02:38:23,0,Using the word coup awfully loosely lol,Using the word coup awfully loosely lol,Using the word coup awfully loosely lol,"['using', 'word', 'coup', 'awfully', 'loosely', 'lol']",0.4728,0.4728,0.4728,0.4728
52,18195403546063649,1478560961,instagram,2021-02-17 17:47:19,0,😂😂😂😂😂😂😂😂😂😂😂,😂😂😂😂😂😂😂😂😂😂😂,,[],0.9833,0.0,0.9833,0.0
53,17904360160687533,244908805,instagram,2021-02-17 14:53:33,0,@feministabulous,,,[],0.0,0.0,0.0,0.0
54,17868845567332722,38573421537,instagram,2021-02-17 06:13:54,1,2-0,2-0,2-0,[],0.0,0.0,0.0,0.0
55,17895464527876875,548197376,instagram,2021-02-16 23:45:49,0,Funny how the people least equipped to handle violence and danger want to defund the police 🥴,Funny how the people least equipped to handle violence and danger want to defund the police 🥴,Funny how the people least equipped to handle violence and danger want to defund the police 🥴,"['funny', 'people', 'least', 'equipped', 'handle', 'violence', 'danger', 'want', 'defund', 'police']",-0.6486,-0.6486,-0.6486,-0.6486
56,17895106021872298,278754880,instagram,2021-02-16 22:41:49,0,None of what you stated is realistic nor will happen. Stop the nonsense hypocrisy..,None of what you stated is realistic nor will happen. Stop the nonsense hypocrisy..,None of what you stated is realistic nor will happen. Stop the nonsense hypocrisy..,"['none', 'stated', 'realistic', 'happen', 'stop', 'nonsense', 'hypocrisy']",-0.2052,-0.2052,-0.2052,-0.2052
57,17936128003452746,4063010744,instagram,2021-02-16 12:30:52,2,Hahah. Trump won again. 2-0. 👏👏👏🙌🙌,Hahah. Trump won again. 2-0. 👏👏👏🙌🙌,Hahah. Trump won again. 2-0. ,['hahah'],0.5719,0.5719,0.5719,0.5719
58,17921161675533918,29048822475,instagram,2021-02-16 12:24:35,1,BRO DONT DEFUND THE POLICE. THEY ARE HERE TO HELP YOU LOTS. THEY FUCKING RISH THEIR LIVES FOR US ALL. AND DONT U COME AT ME FOR THIS. NOT ALL THE POLICE ARE THE SAME. JUST BECAUSE A FEW POLICE OFFICERS OR SOME SHIT DID SOMETHING WRONG. GET OVER IT BRO. U NEED TO TAKE THIS OFF YOUR PAGE,BRO DONT DEFUND THE POLICE. THEY ARE HERE TO HELP YOU LOTS. THEY FUCKING RISH THEIR LIVES FOR US ALL. AND DONT U COME AT ME FOR THIS. NOT ALL THE POLICE ARE THE SAME. JUST BECAUSE A FEW POLICE OFFICERS OR SOME SHIT DID SOMETHING WRONG. GET OVER IT BRO. U NEED TO TAKE THIS OFF YOUR PAGE,BRO DONT DEFUND THE POLICE. THEY ARE HERE TO HELP YOU LOTS. THEY FUCKING RISH THEIR LIVES FOR US ALL. AND DONT U COME AT ME FOR THIS. NOT ALL THE POLICE ARE THE SAME. JUST BECAUSE A FEW POLICE OFFICERS OR SOME SHIT DID SOMETHING WRONG. GET OVER IT BRO. U NEED TO TAKE THIS OFF YOUR PAGE,"['bro', 'dont', 'defund', 'police', 'help', 'lots', 'fucking', 'rish', 'lives', 'us', 'dont', 'u', 'come', 'police', 'police', 'officers', 'shit', 'something', 'wrong', 'get', 'bro', 'u', 'need', 'take', 'page']",-0.6124,-0.6124,-0.6124,-0.6124
59,17872824170302996,1096328790,instagram,2021-02-16 07:16:00,0,So fucked up.,So fucked up.,So fucked up.,['fucked'],-0.6901,-0.6901,-0.6901,-0.6901
60,17869422962256962,1090869626,instagram,2021-02-16 07:02:35,1,"@brookiebrownie1234 If I have to see this cringe, you have to see it too."," If I have to see this cringe, you have to see it too."," If I have to see this cringe, you have to see it too.","['see', 'cringe', 'see']",0.0,0.0,0.0,0.0
61,18190896775000677,280099852,instagram,2021-02-16 03:29:40,0,“Minneapolis to spend 6.4 mil on recruiting police as Crime spikes” lmao,“Minneapolis to spend 6.4 mil on recruiting police as Crime spikes” lmao,“Minneapolis to spend 6.4 mil on recruiting police as Crime spikes” lmao,"['minneapolis', 'spend', 'mil', 'recruiting', 'police', 'crime', 'spikes', 'lmao']",0.1027,0.1027,0.1027,0.1027
62,17861050937472736,280897029,instagram,2021-02-16 02:28:37,0,Absolute *gold*,Absolute *gold*,Absolute *gold*,"['absolute', 'gold']",0.0,0.0,0.0,0.0
63,17940574975443328,20111978,instagram,2021-02-16 00:06:51,0,These are so idiotic. 😂 Turn off your CNN and go live in the real world.,These are so idiotic. 😂 Turn off your CNN and go live in the real world.,These are so idiotic.  Turn off your CNN and go live in the real world.,"['idiotic', 'turn', 'cnn', 'go', 'live', 'real', 'world']",-0.4051,-0.6825,-0.4051,-0.6825
64,17916614905570474,1806585993,instagram,2021-02-15 23:46:02,0,"Roses are red, Darth Sidious is evil, why did Disney have to grok up the sequels?","Roses are red, Darth Sidious is evil, why did Disney have to grok up the sequels?","Roses are red, Darth Sidious is evil, why did Disney have to grok up the sequels?","['roses', 'red', 'darth', 'sidious', 'evil', 'disney', 'grok', 'sequels']",-0.6597,-0.6597,-0.6597,-0.6597
65,17860683404379618,1806585993,instagram,2021-02-15 23:45:20,0,"Roses are red, I work as a trucker, Shadow the Hedgehog is a B**** a** mother******.","Roses are red, I work as a trucker, Shadow the Hedgehog is a B**** a** mother******.","Roses are red, I work as a trucker, Shadow the Hedgehog is a B**** a** mother******.","['roses', 'red', 'work', 'trucker', 'shadow', 'hedgehog', 'b', 'mother']",0.0,0.0,0.0,0.0
66,17856559307500025,1806585993,instagram,2021-02-15 23:41:30,0,"Roses are red, I hate the MHA fandom, they send death threats because their crazy ""ships"" aren't canon.","Roses are red, I hate the MHA fandom, they send death threats because their crazy ""ships"" aren't canon.","Roses are red, I hate the MHA fandom, they send death threats because their crazy ""ships"" aren't canon.","['roses', 'red', 'hate', 'mha', 'fandom', 'send', 'death', 'threats', 'crazy', 'ships', 'canon']",-0.9153,-0.9153,-0.9153,-0.9153
67,17894528926885814,5799525350,instagram,2021-02-15 16:27:11,0,Damn y’all dems are crazy,Damn y’all dems are crazy,Damn y’all dems are crazy,"['damn', 'dems', 'crazy']",-0.6249,-0.6249,-0.6249,-0.6249
68,18129226252164853,53841,instagram,2021-02-15 14:41:19,0,I love your work 😍🔥🙌🏼,I love your work 😍🔥🙌🏼,I love your work ,"['love', 'work']",0.7003,0.6369,0.7003,0.6369
69,18139647124144220,6848356511,instagram,2021-02-15 14:27:50,0,I love these!!!!,I love these!!!!,I love these!!!!,['love'],0.7482,0.7482,0.7482,0.7482
70,17894290873894861,7245396014,instagram,2021-02-15 13:23:23,0,I’m sorry but the 4th one don’t rhyme whatsoever,I’m sorry but the 4th one don’t rhyme whatsoever,I’m sorry but the 4th one don’t rhyme whatsoever,"['sorry', 'rhyme', 'whatsoever']",-0.0387,-0.0387,-0.0387,-0.0387
71,17911651366599682,42439259,instagram,2021-02-15 13:02:55,0,💯,💯,,[],0.0,0.0,0.0,0.0
72,17904842683676254,37498988710,instagram,2021-02-15 09:35:43,0,Defund politicians all of them,Defund politicians all of them,Defund politicians all of them,"['defund', 'politicians']",0.0,0.0,0.0,0.0
73,17895717277816307,8915037727,instagram,2021-02-15 07:54:11,0,🤸‍♂️,🤸‍♂️,🤸‍,[],0.0,0.0,0.0,0.0
74,18107083000203277,8655386308,instagram,2021-02-15 06:19:02,0,Damn... defunding the police wasnt actually a good thing,Damn... defunding the police wasnt actually a good thing,Damn... defunding the police wasnt actually a good thing,"['damn', 'defunding', 'police', 'wasnt', 'actually', 'good', 'thing']",-0.6256,-0.6256,-0.6256,-0.6256
75,17961117745376520,6309658686,instagram,2021-02-15 05:27:04,2,This is what wasting hard earned American tax dollars looks like! Exactly what you are advocating and filling the heads of young people that don’t know any better. PS ALL LIVES MATTER!,This is what wasting hard earned American tax dollars looks like! Exactly what you are advocating and filling the heads of young people that don’t know any better. PS ALL LIVES MATTER!,This is what wasting hard earned American tax dollars looks like! Exactly what you are advocating and filling the heads of young people that don’t know any better. PS ALL LIVES MATTER!,"['wasting', 'hard', 'earned', 'american', 'tax', 'dollars', 'looks', 'like', 'exactly', 'advocating', 'filling', 'heads', 'young', 'people', 'know', 'better', 'ps', 'lives', 'matter']",0.5743,0.5743,0.5743,0.5743
76,17915009800597253,25566509,instagram,2021-02-15 05:12:00,2,@thechuchuu @_torisaur, , ,[],0.0,0.0,0.0,0.0
77,17895768925862625,435316336,instagram,2021-02-15 03:59:37,1,🙄🙄🙄🙄🙄,🙄🙄🙄🙄🙄,,[],0.0,0.0,0.0,0.0
78,17929730263471670,180764172,instagram,2021-02-15 01:59:33,0,"Playing Devil's Advocate here. Speaking from Ireland, where my ancestors suffered under the Royal Irish Constabulary and my northern brethren under the RUC until only 20 years ago, the thought of having an inadequate police service scares me. How many of you would feel safe in a city like London for example if the Met weren't there? Reform is possible and better.","Playing Devil's Advocate here. Speaking from Ireland, where my ancestors suffered under the Royal Irish Constabulary and my northern brethren under the RUC until only 20 years ago, the thought of having an inadequate police service scares me. How many of you would feel safe in a city like London for example if the Met weren't there? Reform is possible and better.","Playing Devil's Advocate here. Speaking from Ireland, where my ancestors suffered under the Royal Irish Constabulary and my northern brethren under the RUC until only 20 years ago, the thought of having an inadequate police service scares me. How many of you would feel safe in a city like London for example if the Met weren't there? Reform is possible and better.","['playing', 'devil', 'advocate', 'speaking', 'ireland', 'ancestors', 'suffered', 'royal', 'irish', 'constabulary', 'northern', 'brethren', 'ruc', 'years', 'ago', 'thought', 'inadequate', 'police', 'service', 'scares', 'many', 'would', 'feel', 'safe', 'city', 'like', 'london', 'example', 'met', 'reform', 'possible', 'better']",0.2023,0.2023,0.2023,0.2023
79,17858103554436213,44956359100,instagram,2021-02-15 01:10:04,0,❤️🔥🔥,❤️🔥🔥,,[],-0.5859,0.0,-0.5859,0.0
80,17922196975518241,44098784687,instagram,2021-02-15 00:59:41,0,"I don't get the one with ""fuck with AOC"". Can somebody clarify? Thank you!","I don't get the one with ""fuck with AOC"". Can somebody clarify? Thank you!","I don't get the one with ""fuck with AOC"". Can somebody clarify? Thank you!","['get', 'fuck', 'aoc', 'somebody', 'clarify', 'thank']",-0.3164,-0.3164,-0.3164,-0.3164
81,17898220639755048,7480961668,instagram,2021-02-15 00:54:24,0,Trump was acquitted again.  What’s next little miss drama queen,Trump was acquitted again.  What’s next little miss drama queen,Trump was acquitted again.  What’s next little miss drama queen,"['acquitted', 'next', 'little', 'miss', 'drama', 'queen']",0.1761,0.1761,0.1761,0.1761
82,17868409844281436,2139047821,instagram,2021-02-15 00:36:41,0,Is it to late to call,Is it to late to call,Is it to late to call,"['late', 'call']",0.0,0.0,0.0,0.0
83,17917133344576324,3492859869,instagram,2021-02-15 00:19:09,0,"If we defended the police, more crime would happen in low income neighborhoods and more black lives would be lost.","If we defended the police, more crime would happen in low income neighborhoods and more black lives would be lost.","If we defended the police, more crime would happen in low income neighborhoods and more black lives would be lost.","['defended', 'police', 'crime', 'would', 'happen', 'low', 'income', 'neighborhoods', 'black', 'lives', 'would', 'lost']",-0.8016,-0.8016,-0.8016,-0.8016
84,17895534262816837,8033066800,instagram,2021-02-14 23:12:46,0,absolutely not,absolutely not,absolutely not,['absolutely'],0.0,0.0,0.0,0.0
85,17897711620830052,1995681651,instagram,2021-02-14 23:05:51,0,Wonderful. Thank you!,Wonderful. Thank you!,Wonderful. Thank you!,"['wonderful', 'thank']",0.7574,0.7574,0.7574,0.7574
86,17869172495261756,23904989672,instagram,2021-02-14 22:13:42,0,👏🏿👏🏿 This verdict is ridiculous...not surprised of course.,👏🏿👏🏿 This verdict is ridiculous...not surprised of course., This verdict is ridiculous...not surprised of course.,"['verdict', 'ridiculous', 'surprised', 'course']",0.3919,0.3612,0.3919,0.3612
87,17900347144774803,333235481,instagram,2021-02-14 15:55:28,2,"Holy shit not a single differing opinon, you must be infallible and not delete comments ever at all !!!!! Go gurrrrl!!!!!","Holy shit not a single differing opinon, you must be infallible and not delete comments ever at all !!!!! Go gurrrrl!!!!!","Holy shit not a single differing opinon, you must be infallible and not delete comments ever at all !!!!! Go gurrrrl!!!!!","['holy', 'shit', 'single', 'differing', 'opinon', 'must', 'infallible', 'delete', 'comments', 'ever', 'go', 'gurrrrl']",-0.6973,-0.6973,-0.6973,-0.6973
88,17849156633515565,335705706,instagram,2021-02-14 13:04:32,0,"Are the comments turned off, or do I still have time to dawn my hazmat suit?","Are the comments turned off, or do I still have time to dawn my hazmat suit?","Are the comments turned off, or do I still have time to dawn my hazmat suit?","['comments', 'turned', 'still', 'time', 'dawn', 'hazmat', 'suit']",0.0,0.0,0.0,0.0
89,17895111988872237,31824925585,instagram,2021-02-14 12:26:43,0,This is all so 🔥🔥🔥,This is all so 🔥🔥🔥,This is all so ,[],-0.8156,0.0,-0.8156,0.0
90,18192804562039907,28221203335,instagram,2021-02-14 11:05:11,0,How did that work out for ya😂,How did that work out for ya😂,How did that work out for ya,['work'],0.4404,0.0,0.4404,0.0
91,17897198716833749,3810317244,instagram,2021-02-14 09:09:59,3,"Trump just got aquitted today by the senate, and rightly so. Massive victory for Donald and the right. Massive loss for the left and the democrats. #aquitted 👏🙌","Trump just got aquitted today by the senate, and rightly so. Massive victory for Donald and the right. Massive loss for the left and the democrats.  👏🙌","Trump just got aquitted today by the senate, and rightly so. Massive victory for Donald and the right. Massive loss for the left and the democrats.  ","['got', 'aquitted', 'today', 'senate', 'rightly', 'massive', 'victory', 'right', 'massive', 'loss', 'left', 'democrats']",-0.3182,-0.3182,-0.3182,-0.3182
92,17880005021111133,4141371353,instagram,2021-02-14 09:01:27,3,"*Trump supporter Goes skydiving for first time*

(Instructor) Here is you’re parachute 

(Trump supporter) I not gonna wear anything the liberal media tells me too 😭","*Trump supporter Goes skydiving for first time*

(Instructor) Here is you’re parachute 

(Trump supporter) I not gonna wear anything the liberal media tells me too 😭","*Trump supporter Goes skydiving for first time*

(Instructor) Here is you’re parachute 

(Trump supporter) I not gonna wear anything the liberal media tells me too ","['supporter', 'goes', 'skydiving', 'first', 'time', 'instructor', 'parachute', 'supporter', 'gon', 'na', 'wear', 'anything', 'liberal', 'media', 'tells']",0.0258,0.4939,0.0258,0.4939
93,17872474988282698,3898299202,instagram,2021-02-14 08:22:00,4,"""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" -Donald J. Trump","""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" -Donald J. Trump","""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" -Donald J. Trump","['know', 'everyone', 'soon', 'marching', 'capitol', 'building', 'peacefully', 'patriotically', 'make', 'voices', 'heard']",0.5267,0.5267,0.5267,0.5267
