,comment_id,user_id,platform,date_time,likes_count,comment_raw
31,18043584076285940,188567491,instagram,2021-01-08 12:13:54,3,"As a future school counselor, I will implement anti-racism lessons in my group/individual counseling sessions with students. I will continue to have faith that I can make an impact on the lives of our youth. Beginning with fostering love and empathy for others."
32,17924737519498238,44950344,instagram,2021-01-08 12:10:34,0,"So sorry 🙏 Heart is confused and heavy and angry. Working hard to educate my friends and family, especially those with young children. Praying that the next up and coming generation is different 🤎"
33,17904873364649246,52731082,instagram,2021-01-08 11:58:02,0,🙌🏼🙌🏼
34,17974252357350166,461356770,instagram,2021-01-08 10:10:40,0,✊🏾✊🏾✊🏾✊🏾
35,17892792139808028,197575650,instagram,2021-01-08 10:08:03,0,🙏🏼🙏🏼🙌🏻
36,17968946128362334,255818433,instagram,2021-01-08 09:57:38,0,💯💯💯💯💯💯
37,17901746740711567,8736913187,instagram,2021-01-08 09:26:47,0,Did you make your shirt?
38,17901207010725271,33291501649,instagram,2021-01-08 09:04:05,0,❤️🙏🔥👌💯🙌
39,17910651820592237,680943602,instagram,2021-01-08 08:34:19,0,Amen! Racism is lame!!
40,17883023266952700,38084151,instagram,2021-01-08 08:13:31,0,"I wish all humans would be treated equally - with respect, dignity, & kindness. ❤️ Pains me that not everyone has that viewpoint 😞"
41,17889354619856696,421851891,instagram,2021-01-08 08:12:37,1,My heart is in pain and my stomach is nauseous
42,17878073939078672,296582435,instagram,2021-01-08 08:03:26,0,🙌🏾
43,18091877443222198,1663379248,instagram,2021-01-08 07:59:25,0,"I’m on my reps today, demanding impeachment."
44,17911014517590053,4824163432,instagram,2021-01-08 07:58:57,0,Time for change!
45,18135252577088121,7273664269,instagram,2021-01-08 07:55:48,2,We are consistently reminded of the gross hypocrisy and racism in this country & world! Peace & love ✊🏿✊✊🏻✊🏾#racismislame
46,17947318363411686,8995444709,instagram,2021-01-08 07:55:36,0,That last question🔥
47,18137487277192796,2283905680,instagram,2021-01-08 07:54:59,2,"It hurts my heart to see racism ruin lives,but what we can do about it is not be part of it."
48,17884321756980844,195416010,instagram,2021-01-08 07:47:05,2,Lame AF!
49,18131892682148019,10961158,instagram,2021-01-08 07:46:34,1,The. End. 🙏🏾🖤
50,17862901553312519,36819730990,instagram,2021-01-08 07:46:00,0,My guy I love your  page keep shining 🙏🙏
51,17899560706731521,34985605,instagram,2021-01-08 07:43:34,1,✊🏾
52,17981004460327523,263542732,instagram,2021-01-08 07:35:43,0,✊🏽💯
53,17985671359322397,610979167,instagram,2021-01-08 07:35:12,1,Amen!
54,17879714768067407,19376646,instagram,2021-01-08 07:32:29,0,My guy 💪🏾
55,17888947393887254,2967270667,instagram,2021-01-21 00:07:32,0,And neither had a lick of facts....
56,18188635465059813,1585434015,instagram,2021-01-19 08:02:40,3,"BLM and Antifa wasn’t an insurrection??? Buildings burned down including a police station and a court house, 25 ppl were killed during the summer riots🤪"
57,17982111259332325,175960286,instagram,2021-01-16 01:21:01,0,"🤣🤣 ""you about!"" #loseyourjob"
58,17869459361246817,20335124,instagram,2021-01-15 22:13:44,0,😂
59,17881768922052929,3665181367,instagram,2021-01-15 13:44:41,1,He ain't dancing anymore! 😭😭😭😭
60,17896051858814958,45077493046,instagram,2021-01-15 09:34:43,0,"Am not testifying this to make u jealous but to encourage you that everyone are not fraud.
Just two months that I have been in touch with Mr Hafizah.  I can say that he is the God sent to take me to my destiny.
Sure,, he is willing to help you recovered your lose. @hafizah_trader"
61,17894074732786823,6979892091,instagram,2021-01-15 07:44:15,0,“WE DID IT JOE “😂😂
62,18189684490025731,184164803,instagram,2021-01-15 07:31:53,0,@mckeehan_89
63,17868645464253082,18149515454,instagram,2021-01-15 07:20:51,0,I never knew I will be able to pay off my bills and get to my stand again in life...I want you guys to help appreciate @jburtonfx_
64,17922962203502496,45419937201,instagram,2021-01-15 06:13:52,0,You are the best thing that happened to me during this pandemic wave @jburtonfx_ . Thank you for earning me these profits
65,17976827374342551,173917839,instagram,2021-01-15 04:06:55,0,And he can’t even rage tweet about it. 😂
66,18053924446278545,1981894313,instagram,2021-01-15 03:56:12,1,Omg now I have YMCA stuck in my head lol😂😂😂
67,17868657722259374,5703743325,instagram,2021-01-15 03:47:46,0,Do you think my username is racist
68,18152890789128888,234184969,instagram,2021-01-15 02:13:09,1,His face his hands 😭🤣 *chef’s kiss*
69,17909392756598686,9944770002,instagram,2021-01-14 23:39:34,0,“In 2020 this greog flodyd guy deid and amrica went into the civel whar 2”
70,18047834686281637,387337229,instagram,2021-01-14 23:33:11,0,👏👏👏👏👏👏
71,18185531575053490,5273941807,instagram,2021-01-14 22:39:51,0,Caption 😂
72,17895221452825186,11841670,instagram,2021-01-14 21:10:59,1,Haha the orange face 😂
73,18086809987242362,1804420095,instagram,2021-01-14 21:09:56,0,🤣🤣🤣
74,17872364543142109,2205484813,instagram,2021-01-14 20:28:01,3,This is great 🤣🤣🤣
75,18184903066033539,240964234,instagram,2021-01-14 15:13:58,2,"What you should be asking is how come the impeachment and the 20,000 page domestic terrorism bill was readied in a week, but it took 5 months for stimulus to get pushed through, and how come the $2,000 was overruled with a bipartisan majority where more Republicans than Democrats voted to keep the sum as suggested."
76,17896697392771635,12543754,instagram,2021-01-14 14:59:29,3,omg HIS HANDS AHHHHH
77,17903152012670971,26909881,instagram,2021-01-14 14:41:26,0,Lolololol!🤣
78,17950633540404614,3527542697,instagram,2021-01-14 13:49:32,2,I swear your art is keeping me sane.  Thank you so much for creating it.
79,17883831490996049,8404076207,instagram,2021-01-14 12:59:02,0,😂😂😂
80,18143006545138031,32219134659,instagram,2021-01-14 12:24:25,43,THE HANDS AS FACE COLOR DIFFERENCE IM WHEEZINGGGG
81,17872411658139205,45091722083,instagram,2021-01-14 12:13:06,0,😂😂
82,17916634774558593,3079657,instagram,2021-01-14 12:07:24,1,😂😂😂😂
83,17952304189404010,224857294,instagram,2021-01-14 12:05:29,9,The hand vs the face color has me cracking up 😂
84,17861392883348873,12680008,instagram,2021-01-14 11:58:47,3,UGH that fucking dance (you nailed it)
85,17926229788492566,2376381586,instagram,2021-01-14 11:55:11,1,The caption here is everything 🤣😂
86,17881276694046833,7234849891,instagram,2021-01-14 11:53:08,7,This caption tho 🔥🔥🔥🔥🔥
87,18046331581302761,506083328,instagram,2021-01-14 11:51:14,4,So happy he was Impeached again! 🙌👏👏👏🙌
88,17910829183603114,1441635010,instagram,2021-01-14 11:50:36,22,I just chuckled! You got his “dance moves” perfectly! 😆
89,18187609672018070,214373262,instagram,2021-01-14 11:49:02,12,Bye bye trump!!!!
90,17868771743203220,1596307986,instagram,2021-01-14 11:46:27,0,So much winning!
91,17932523824478553,32583073838,instagram,2021-02-13 07:53:44,0,"Is that the dude that was doing some satanic rituals, was asked about it and got upset?"
92,17858582192478780,266081836,instagram,2021-01-26 13:59:06,1,Awesome!
93,17890970122856576,183135597,instagram,2021-01-26 10:25:33,1,Girrrrrrrllll!!
94,18090164446229496,44409312829,instagram,2021-01-26 09:55:06,1,"Great job, we love this 🙌🔥"
95,17875204520110382,176404775,instagram,2021-01-28 18:14:29,2,Lol what a clown
96,17854844204463571,198580593,instagram,2021-01-28 03:29:43,3,🤮
97,17885004262950636,1525261275,instagram,2021-01-27 21:34:25,1,Wow
98,17906758138644287,1920573218,instagram,2021-01-27 13:17:47,3,Ya kidding right?
99,17874003155135917,38702888542,instagram,2021-01-27 06:16:37,3,Perfect
100,18089389963237471,400079524,instagram,2021-01-27 04:30:38,3,He wishes she looked at him like that. Beautiful piece of art Butah ☺️
101,17862637547374906,4647932093,instagram,2021-02-06 06:56:11,0,It’s always fun to watch asshole trump speak though. 🤣
102,17886358640000751,7094510222,instagram,2021-02-06 11:18:18,0,"A 'remarkable universe of criminality' surrounds Trump:
https://www.msnbc.com/rachel-maddow-show/remarkable-universe-criminality-surrounds-trump-n1139981?cid=sm_fb_maddow&fbclid=IwAR26fmoCGXOVgWx4bTjnYe4TCga3u0UG7jW149XHEI9oM9wkcz6DiEVQ4dY

Trump’s worst offenses
https://www.citizensforethics.org/news/analysis/president-trumps-worst-offenses/?link_id=1&can_id=98f8229915bf346b3b9f044e55ca831b&source=email-his-worst-offenses&email_referrer=email_983748&email_subject=the-most-corrupt-in-history"
103,18088965190242675,27305382476,instagram,2021-02-06 10:09:29,1,Whoops.. well that's unfortunate. #nottheclan See ya. #trump2024🇺🇸 😉
104,17855848895461816,353470028,instagram,2021-02-07 16:08:18,0,How erratic can you get being home or playing golf?  He's not out doing rallies for goodness sake...
105,17879383949074831,1540563910,instagram,2021-02-06 23:24:04,4,"Biden has no intelligence, please send all intelligence information to the smart guy, President Trump."
106,17906118169649595,8556297663,instagram,2021-02-09 04:20:31,0,Good riddance.
107,17873389097231250,972243398,instagram,2021-02-08 14:24:32,0,🤮🤮🤮🤮
108,17996584996313549,38549035189,instagram,2021-02-07 21:51:10,1,aint nobody’s leader no more
109,17888428915957411,7931367863,instagram,2021-02-06 23:01:31,4,Former
110,17876953274167079,410632779,instagram,2021-02-06 22:58:56,3,💩💩💩💩
111,17860014758380273,17065395420,instagram,2021-02-06 22:49:58,0,Grampa and his nostril hairs.  Idiot.
112,17904844447723340,7459874451,instagram,2021-02-06 22:24:58,5,Has been leader. A hasbeen.🤮🤮
113,17871774020293935,44214981100,instagram,2021-02-07 06:35:35,1,Looking exactly how his career went down 🤣
114,17845828379520394,3920290356,instagram,2021-02-07 03:55:10,4,His typical M.O.
115,17982160444338021,3534266003,instagram,2021-02-07 02:35:20,5,His whole business plan has been to stiff his creditors!! 😏
116,17915028577587968,10937034570,instagram,2021-02-12 22:14:31,0,Yawn.
117,17910435298619716,3271273241,instagram,2021-02-07 13:48:17,0,Trumpshit must be held accountable for  an attempt to overthrow the government! He always thought he was a dictator!
118,17905965967679014,8505321512,instagram,2021-02-07 07:03:41,1,The “Stop the Steal” mindset stole the lives of five people. Murdered because of a lie
119,17952643165404161,8018725509,instagram,2021-02-07 01:19:27,1,He must not get away with creating and abetting this barbaric act.
120,17885067377016803,8900845572,instagram,2021-02-07 01:05:54,0,Trump voter and Capitol Police Officer Sicknick's father isn't demanding that Trump show up??
121,17891668159936644,37108315670,instagram,2021-02-17 13:17:47,0,"سلام من کاظمی هستم كارشناس و مشاور مشكلات جنسي 
@dr__sx30 اگه مشكل👇
۱:كوتاهی آلت
۲:زود انزالي
۳:استرس در رابطه
۴: عدم  نعوظ در رابطه
۵: شهوت كم و زياد
۵: میل جنسی پایین 
تمام اين مشكلات رو من با چند پكيچ گياهي كه مواد اوليه ش از المان وارد ايران میشه در ايران هم بسته بندي ميشه و كاملا گياهي هستش و مهر وزارت بهداشت و سلامت رو داره درمان میکنم 
تمام مشكلاتي كه بالا گفتم  به مدت ۲۵ یا ۳۰ روز حل ميشه
💣كاملا تضمينی💣"
122,17868712910331615,44547535226,instagram,2021-02-15 04:02:20,0,#Trump 2024
123,17870709689235696,33429163143,instagram,2021-02-15 00:55:28,0,بعضیاااا  حاضر  هستن  شاش  ترامپ رو هم  بخورن  چقدر  عقب مانده  تو  کشور  دارین  ملت  زمانی تو این کشور  پیشرفت خواهند  کرد  که یه تار مو  سگشونو  از  یه بیگانه خارجی  که ضد  ایران  و  ایرانی  هستش  عوض نکنن  این  همونیه  که  ورود  ایرانی  به  امریکا  رو  ممنوع  کرده  بود  پس  بفهم  به تو  و  ما  رو  به چه چشمی  نگاه  میکرد  بیدار  شو  ایرانی  که  خودت  تحقیر  کننده  خودت  شدی
124,17906173675712756,42091734499,instagram,2021-02-14 02:17:43,0,ترامپ روح خداست خدای زمین
125,17898643447823004,10669060110,instagram,2021-02-12 19:06:25,0,نترس شجاع
126,17902608724735760,33249563053,instagram,2021-02-12 04:52:22,0,👏👏👏👏
127,18183741616066358,5477235501,instagram,2021-02-12 04:26:44,0,❤️❤️❤️❤️❤️
128,17888778979959907,18632540392,instagram,2021-02-12 02:18:09,0,#HOKME_ZEMINOASEMAAN_SEPAH_TEROORIST_ARABEHAYE_KHASHMGIIN_HOKME_ZEMINOASEMAAN_SHABE_ZOOLAALE_KAATRIIN_RAAD_BAARG_TOOFAAN_JANG_ATAASH_HOOKM_KHAMANE_MAAR¤🍍#حُُکمِ_زِمینُوآسِماََن_سِپاَه_تِروریست_عََراََبِهاَی_خََشمگین_حُُکمِ_زِمینُوآسِماََن_شََبِ_ذُلاََلِ_کاََتریًن_رََعَد_بََرق_طُُوفاََن_جََنگ_آتََش_حُُکم¤🍍
129,18057784372276413,12827471871,instagram,2021-02-12 00:34:09,0,بچه کونی جنایتکارکجا به این زودب؟؟ای حرامزاده پست فطرت منتظرشیران درهرکجاوهرمکان وهرلحظه باش حرامزاده؟؟؟
130,17899136962802070,44514226006,instagram,2021-02-11 22:29:14,0,I made $35k with @trade_with_hollis_douglas
131,17861667683388656,32741922455,instagram,2021-02-11 15:01:40,0,چطوری ترامپ  کجایی
132,17944488799435504,45130310906,instagram,2021-02-11 11:29:03,0,کسخل شکست خورده خفه
133,17860563068434649,12525047939,instagram,2021-02-11 11:01:31,0,ترامپ کونی😂😂😂
134,17890865014889658,12525047939,instagram,2021-02-11 11:01:14,0,ترامپ کونی😂😂😂
135,17881378547098650,38577363043,instagram,2021-02-11 01:33:42,0,نخستین پستش این بود:من به مستراح تاریخ پیوستم.🙌
136,17879681585111685,43613032105,instagram,2021-02-10 14:54:17,0,درود بر ترامپ دیوث منم روشنفکر شدم رفت
137,17908408984641158,9010357125,instagram,2021-02-10 13:21:59,0,ترامپ عشقه تنهامرد سیاست
138,17899668997771831,30184069804,instagram,2021-02-10 10:37:09,0,...تودهن ترامپ
139,17883756413004626,44501470771,instagram,2021-02-10 05:21:08,0,تنها فردی که با مردم خودش صادق بود . و اهل فریب و کلک نبود . .  و هر حرفی که زد عمل کرد . .. و مسولین ما هم هر حرفی که می زنند برعکس ش باور کنید وگرنه مانند بورس بدبخت میشینا
140,17860913591356308,20021962416,instagram,2021-02-10 03:33:10,0,لعنت به کمونیسم بین الملل ،نابودبادپوتین وچین مسلمان کش
141,18130497514165324,33707722700,instagram,2021-02-10 03:20:06,0,ترامپ ریده بخودش
142,17860046018380473,24488846617,instagram,2021-02-10 02:43:06,0,گور پدر ترامپ کله بور احمق وحشی کثافت حرامزاده ای بود وبه جهنم رفت سکته قلبی میذند
143,17929058791471663,45366811654,instagram,2021-02-10 02:22:20,0,ترامپ= یک گراز وحشی و ضد بشر
144,17920552540540378,27732509159,instagram,2021-02-10 01:18:29,0,DM if you’re interested in being my sugar baby
145,18099783514214861,11414228956,instagram,2021-02-09 23:05:02,0,مرد بزرگی بود برای ریشه کن کردن آخوند بی سواد مفت خور ولی اروپا با ایت بی سوادان بهتر ایران را غارت می کنند و آخوند دروغ گو فقط از حکومت دا ی کشتن را بلد است مانند نیاکانشان
146,17888001862903081,35041855715,instagram,2021-02-09 19:56:08,0,❤️
147,18138562015090380,7905718604,instagram,2021-02-09 08:51:34,0,من که گفتم ازین پس آمریکا روی آرامش نخواهد دید البته آرامش گورستانی چه جوبایدن و دیگر دموکرات های جاهل بر سیاست میخواهند این مبارزات اگر بدست ترامب شروع شده اما بسرعت در حال گسترش و تعمیق و رادیکاله شدن خواهد رفت بزودی پیشگامان شجاع و نابغه ی سیاسی از دل همین مبارزات ظهور خواهد کرد منتظر باشید !
148,18119794237174284,7677882125,instagram,2021-02-09 06:17:53,0,تف به قبر پدرت مادرت بیشرف مادرجنده
149,17900286910732085,4040998719,instagram,2021-02-09 06:06:14,0,ترامپ مرد خیلی خیلی بزرگ تاریخ ساز خواهد بود
150,17878706045124453,35080446665,instagram,2021-02-09 03:45:50,0,🌹درودبراقای ترامپ.
151,18048066169286916,29096538794,instagram,2021-02-09 02:09:52,0,درود بر ترامپ
152,17969807557368299,43518671479,instagram,2021-02-09 00:25:08,0,زنده باد  دونالد ترامپ
153,17860022021429992,45364097554,instagram,2021-02-08 20:23:19,0,درود بر ترامپ👏👏👏
154,18093163801234783,4181819152,instagram,2021-02-08 17:34:56,0,اینو چرابا لگدازکنکره انداختن بیرون؟؟هان چرا؟؟
155,17901369517738748,8306880136,instagram,2021-02-08 06:36:29,0,فردادر امریکا اتفاقاته مهمی قراره رخ بده فردا روز مهمی در امریکا هست مخصوصن برای ارتش وپرزیدنت ترامپ .۳و۴مارس یعنی ۲۶روزه دیگه رو یادتون نره قراره خبرهای خوبی رو بشنویم اونوقت ببینیم این رسانه های فیک ودروغگو چی دارن بگن
156,18139428013094615,8312305296,instagram,2021-02-08 05:48:08,1,زنده باد
157,17901106078728025,8910676366,instagram,2021-02-08 04:52:59,1,شیر مُرده زنده اش ابهت داره👍👍
158,18092618314235534,44340060205,instagram,2021-02-08 01:24:17,0,سلطان ترامپ 😍😍😍😍
159,17914502965587925,11294338445,instagram,2021-02-08 01:09:02,0,با لگد از کاخ سفید بیرونش کردند ، عاقبت ادم  بد عهد ،عوضی جز این نیست
160,17887763644978553,5951801681,instagram,2021-02-08 00:34:16,0,ترامپ بهترین مرد دنیا 😍😍😍😍
161,17869494746323081,44584637289,instagram,2021-02-08 00:20:01,0,#دمکراتهای_متقلب_آمریکا
162,17921686759514266,34247311284,instagram,2021-02-08 00:17:38,0,زنده باد، ناجی ترامپ عزیز ❤️❤️❤️
163,17873249540227852,45191459386,instagram,2021-02-08 00:14:30,0,Biden STFU
164,17947979932421998,27864693055,instagram,2021-02-08 00:00:48,0,محبوب ایران🏆❤👆
165,18197038213007809,6215899973,instagram,2021-02-07 23:50:06,0,امریکایی ها مانند ایرانیها  بعدها  قدر تراممپ را خواهند دانست
166,18148299892191786,39280229245,instagram,2021-02-07 23:49:42,0,همیشه کسانیکه حقایق میگویند و خطری براشون دارن سانسور ویا حذف میشن
167,17867786516332176,44456515848,instagram,2021-02-07 23:02:34,0,خداکندکه فعالیتش ادامه داشت باشدکه ازفعالیت کردن بازنماند.
168,18099771829215523,6323669736,instagram,2021-02-07 22:43:47,0,حیف شد رفتی
169,17959553254375995,43863236954,instagram,2021-02-07 22:37:54,0,مرد بزرگ خوش اومدی درود به آقای ترامپ
170,17887463035973772,40096557704,instagram,2021-02-07 22:36:48,0,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩
171,17902123072713374,4988697194,instagram,2021-02-07 22:20:50,0,🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
172,17920466833532920,4988697194,instagram,2021-02-07 22:20:36,0,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️
173,17899716088776168,6559493486,instagram,2021-02-07 22:17:59,0,عشششششششششششششششششششششق امد ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹
174,17884732033984617,32403436317,instagram,2021-02-07 21:11:17,0,این نجس راازکاخ سفید بیرون انداختند
175,18065275351269968,26402656673,instagram,2021-02-07 21:05:07,0,Yeah man yeah man 🔥
176,17889270796946503,3087064440,instagram,2021-02-07 20:46:27,0,چقدر جهان در ارامش بود همه ازش حساب ميبردن
177,17896620262785714,42617274374,instagram,2021-02-07 20:39:50,0,دورد و سلام براقای دونالد ترامپ شیر مرد دمت گرم که بهترین ریئس جمهور امریکا مهربان ودلسوز زنده باد ترامپ عزیز دوست داریم  زنده باشی ❤❤❤❤❤❤❤❤
178,17936453680457926,44647874698,instagram,2021-02-07 20:15:35,0,خوب شد گندش پاک شد...
179,17864624762320300,9245389830,instagram,2021-02-07 20:12:43,0,یا حق با ترامپ نبود  و تو آمریکا  براحتی میشه تهمت زد  و  هیچ پیگرد قانونی نداره  و چرا  بایدن نمیتونه  از حیثیت خودش دفاع کنه  و اگر حق با ترامپ بود.  چرا  در زمان اوج قدرت نتوانست کاری کنه؟  پس آمریکا هم قانونش کشکه
180,17886194318003620,10888909908,instagram,2021-02-07 19:23:23,0,فقط ترامپ👏👏👏👏👏👏👏
181,17895551689806229,32730542800,instagram,2021-02-07 19:18:47,0,کجایی ترامپ بیشرف
182,17967752314371537,11323056252,instagram,2021-02-07 18:27:07,1,ترامپ قهرمان
183,18129294574160716,1427888574,instagram,2021-02-07 18:18:54,0,ترامپ دست این گلوبالیست ها رو کرد که چه نقشه ای برای کم کردن جمعیت دارن اینا آروم آروم ویروس های جدیدی برای کم کردن جمعیت دارن وارد میکنن مخصوصا برای کم کردن جهان سومی ها
184,18135262126152694,6952774329,instagram,2021-02-07 18:00:02,0,درود برترامپ
185,17857216361430182,39136704991,instagram,2021-02-07 17:41:21,0,جناب ترامپ یک وطن پرست واقعی امریکا هست که در برابر دشمنان امریکا حزب دموکرات های حرامزاده و کمونیستی ها ایستاده دمش گرم❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏
186,17954988205385912,39136704991,instagram,2021-02-07 17:40:16,0,جناب ترامپ یک تنه در برابر حرامزادهای دنیا لاشی های دنیا قرار گرفت و نامش در تاریخ امریکا و در دنیا ماندگار است ❤️👏❤️👏❤️
187,17889950947937206,39136704991,instagram,2021-02-07 17:39:03,0,با درود بر جناب ترامپ شیر دل بهترین ریاست جمهوری امریکا دمت گرم ❤️❤️❤️❤️❤️❤️
